Name,X,Y,S1,S2,S3,S4,S5,Signal
15-12,327137.93,4.40603467e6,3.358329551073816e-16,8.874891988751235e-15,0.537218613080244,2.444496561405791e-16,0.9137191776998399,C
17-31,328813.04,4.40882204e6,0.6140246362318542,3.135861509952432e-16,2.5910195889823653e-16,0.3246855809495541,0.2247074683367416,D
18-1,327026.54,4.40703217e6,3.358329551073816e-16,0.40648392885917567,1.0,1.0309451754696754e-13,9.687124437589821e-15,C
18-31,328801.97,4.40871725e6,0.7161730006964372,3.0814146888549798e-12,0.38890320909721077,0.14962291263323102,0.04082417255604925,E
18A-1,327056.33,4.40703775e6,3.358329551073816e-16,0.35743078533202055,0.7038657680663035,0.19955814116717674,3.687067800461232e-16,C
18B-31,328791.32,4.40871144e6,0.6987803760153712,6.401156448647192e-11,0.41902536698629894,0.13570538232330057,0.01221303862483517,E
18D-31,328751.91,4.40862911e6,0.5734968833788201,0.1756052036194158,0.44668055240470156,0.13397421286783223,0.010600847313239741,E
22-13,327161.72,4.4051245e6,0.5264766200938398,2.331923658643615e-12,0.20304450587480727,0.09643687441034013,0.1660195633689914,E
26-12,327300.66,4.40579963e6,0.5023326192662814,0.00595371219597966,2.5910195889823653e-16,0.029386323378805094,0.8682557074409243,D
27-1,327256.49,4.40720478e6,3.358329551073816e-16,1.0379323622838983e-6,0.47175729423796525,0.27401819666233235,0.41667381399273684,C
46-1,327805.01,4.40748476e6,0.5472455015143822,3.135861509952432e-16,3.6079416398593397e-6,0.2972771958271192,0.5441321580743937,D
46A-1,327774.78,4.40740108e6,0.4975133008625911,3.135861509952432e-16,2.5910195889823653e-16,0.30250326261626176,0.5987081887388337,D
47A-1,327661.35,4.40729129e6,0.20877597119325753,3.135861509952432e-16,1.2780027165274881e-15,0.7048954484370192,0.19049435566620881,B
47C-1,327746.25,4.4073085e6,0.014696498680934977,3.135861509952432e-16,3.832518103588731e-12,0.5958362614027177,0.6963891236312509,B
48A-1,327704.9,4.40718065e6,3.358329551073816e-16,3.135861509952432e-16,2.5910195889823653e-16,0.7800825391506643,0.4567934225525687,B
55-1,328014.47,4.40772054e6,0.4348098673706806,0.16813158174845566,0.27975717929995464,0.5238352356768196,6.658698447786975e-10,E
56-1,327963.43,4.40755491e6,0.5798913119017056,3.135861509952432e-16,0.09856670512065661,0.6258695894482134,3.534779022320291e-5,B
56A-1,327859.51,4.40755578e6,3.358329551073816e-16,3.135861509952432e-16,0.37799628373762334,0.5009205308583679,0.5654382177882018,C
56B-1,327891.35,4.40745289e6,0.12156741234465528,3.135861509952432e-16,2.5910195889823653e-16,1.0,0.005034133367790961,B
57-1,327931.46,4.40741438e6,0.5688421267308369,3.135861509952432e-16,7.172619600024428e-6,0.644792339133531,0.17939884556646338,B
64-1,328156.6,4.40795433e6,0.8675308966343266,0.3498090747752129,0.1979504103640242,2.444496561405791e-16,3.687067800461232e-16,E
68A-1,328229.72,4.40707921e6,0.5017825726815861,1.0,2.5910195889823653e-16,0.00015860386497432058,0.2874464644099985,A
68B-1,328065.7,4.40706164e6,0.5975809084377954,0.720572568419475,8.676812589133034e-11,3.844985086294538e-16,0.5999699158034345,A
77-1,328214.13,4.40718169e6,0.292226396206855,0.7199018280953527,0.30879550387916416,0.29375237741490245,3.687067800461232e-16,A
81-1,328567.28,4.40851194e6,0.8762066099411459,3.135861509952432e-16,0.012574627581074308,0.007657004617370819,0.4423017838798929,D
81-11,326859.34,4.4069495e6,3.358329551073816e-16,3.135861509952432e-16,2.5910195889823653e-16,0.5521219280630805,0.505467788198321,B
81A-1,328598.76,4.40855648e6,0.8953400096106063,3.135861509952432e-16,0.000943758350369719,0.00948455008029605,0.4001972599996644,D
81B-1,328528.63,4.40843124e6,0.6091184068972197,0.11619334993724786,0.4955044781993565,0.0070186174003135215,0.13063811962813957,E
82A-11,326907.12,4.40670723e6,3.358329551073816e-16,0.10616678120086886,0.8939635404253369,4.7441620409436634e-14,3.687067800461232e-16,C
88-11,326889.0,4.40544507e6,1.0729582320495676e-10,3.135861509952432e-16,0.6275934276961436,0.19351459733331777,0.32023848632633867,C
B1,327745.53,4.40596877e6,3.358329551073816e-16,1.35846704217705e-9,2.5910195889823653e-16,0.6775018717421122,0.422001546973364,B
B2,327721.65,4.40609786e6,0.05439786161910746,2.3351630970206476e-11,0.00011645037222010586,0.8588192270898116,0.3445085637366708,B
B3,327738.97,4.40619405e6,2.4873128778902674e-8,0.6448983780969711,2.5910195889823653e-16,0.5498453264839974,0.18623819155148214,A
B4,327778.14,4.40639034e6,0.5502781502245326,0.6293346447934433,5.111674351960535e-8,0.04281295679005853,0.49830098473173573,A
B5,327713.81,4.40629808e6,0.3806294660818074,0.6506631092179759,0.4422821791549953,2.444496561405791e-16,3.687067800461232e-16,A
B5A,327754.04,4.40637455e6,0.4993755517073573,0.6555321466174339,0.041190770166622794,0.0007693591486182282,0.5341960836378254,A
B6,327848.36,4.40636567e6,1.129333424610306e-9,0.686010217564458,0.3156461400060288,0.2818039154094479,0.294014427424666,A
B7,327784.51,4.40629935e6,0.322696247593536,0.7117581010874809,0.3200643486917929,0.08826026623584028,0.17674541298649196,A
B8,327603.56,4.40643766e6,1.0326793811585867e-11,0.1805957206834357,2.5910195889823653e-16,0.8362135277375641,3.687067800461232e-16,B
BCH-1,328398.2,4.40887416e6,0.35175883989414514,3.135861509952432e-16,0.26054771020081613,2.444496561405791e-16,0.7580898198247709,D
BCH-2,327732.14,4.40800628e6,0.12474457501071773,0.00014920966373010267,2.5910195889823653e-16,0.3753024641364145,0.7819938039610294,D
BCH-3,327126.74,4.40600409e6,3.358329551073816e-16,6.18846398166743e-9,0.4939593376085732,2.444496561405791e-16,1.0,C
EE-1,327575.0,4.40640489e6,3.358329551073816e-16,0.18919568083435123,2.5910195889823653e-16,0.8286141707855293,3.687067800461232e-16,B
MG-1(SP-1),328194.09,4.4071925e6,0.3411775007563945,0.9446900577994699,0.24832824522943764,1.943514778324293e-15,0.2459641689935131,A
MG-2(SP-2),328128.08,4.4076273e6,1.0,0.27384430404818094,0.1867593400782559,2.444496561405791e-16,3.687067800461232e-16,E
MGI-1,327853.91,4.40678619e6,0.7471862334937472,0.40840342226174337,0.0002614289166775429,0.0986933011765832,0.37409406180030974,A
MGI-2,327994.35,4.40709171e6,0.3576789572518301,0.708082932005135,0.43734393467049226,0.04289017184408084,0.26472200824491154,A
